,business_id,name,address,city,state,postal_code,stars,review_count,is_open,attributes,categories,hours
3271,iUWYRKmrO0ooWb41XHey4Q,Phoenixville Branch YMCA,400 E Pothouse Rd,Phoenixville,PA,19460,3.0,14,1,"{'BikeParking': 'True', 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Active Life, Local Services, Fitness & Instruction, Child Care & Day Care, Gyms","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-20:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}"
3272,GHK20heZfd06CAmhi9Qikw,Justin's Collingswood Barber Shop,494 Haddon Ave,Collingswood,NJ,08108,5.0,43,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True'}","Barbers, Beauty & Spas","{'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '7:30-15:0'}"
3273,hY4HdV8dmNdTp0Fc1bL6lQ,Spanish Springs Kennel,5645 Pyramid Hwy,Sparks,NV,89436,3.0,13,0,,"Pet Services, Pets, Pet Boarding, Pet Groomers, Pet Sitting","{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0', 'Saturday': '7:30-17:0', 'Sunday': '7:30-17:0'}"
3274,kOfva5UTcXrd-11qM1LhLA,Wyld Archery,14805 Yellowhead Trail,Edmonton,AB,T5L 3C4,4.5,37,1,"{'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'DogsAllowed': 'True'}","Active Life, Shopping, Hobby Shops, Archery","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}"
3275,6jgRI0lDt48CY8j1GAGuKQ,Red Bank Veterinary Hospital Mount Laurel,2051 Briggs Rd,Mount Laurel Township,NJ,08054,3.5,88,1,,"Veterinarians, Pets","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
3276,5Ce3lZksYVkCbrihqylVHQ,Sushi Nara,64 N Harrison Rd,Tucson,AZ,85748,4.5,159,1,"{'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'Caters': 'False', 'NoiseLevel': ""'quiet'"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", 'HappyHour': 'False', 'DriveThru': 'False', 'Alcohol': ""u'full_bar'"", 'DogsAllowed': 'False', 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}"", 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True'}","Sushi Bars, Japanese, Restaurants","{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '16:30-20:0'}"
3277,fr2qDm_mY1afIGMvqsKUCg,George's Wings,3818 Morrell Ave,Philadelphia,PA,19114,3.5,50,1,"{'BusinessAcceptsBitcoin': 'False', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'Corkage': 'False', 'BikeParking': 'True', 'HasTV': 'True', 'GoodForKids': 'True', 'BYOBCorkage': ""'yes_free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""'average'"", 'DogsAllowed': 'False', 'Alcohol': ""u'none'"", 'WiFi': ""u'no'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","American (Traditional), Fast Food, Restaurants, Chicken Wings, Food, Seafood, Sandwiches, Wraps, Burgers","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}"
3278,IZmCSGeXLCB-Y2UvJrvr-A,Zea Rotisserie and Grill,1525 St Charles Ave,New Orleans,LA,70130,4.0,130,0,"{'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'BikeParking': 'True'}","Salad, American (Traditional), Restaurants, American (New)","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:0'}"
3279,j9YkV3Rw74YKXABDk7IALg,Suncraft Beverages,6222 E Speedway Blvd,Tucson,AZ,85712,5.0,5,0,,"Food, Gift Shops, Chocolatiers & Shops, Specialty Food, Flowers & Gifts, Shopping, Coffee & Tea","{'Monday': '10:0-17:30', 'Tuesday': '10:0-17:30', 'Wednesday': '10:0-17:30', 'Thursday': '10:0-17:30', 'Friday': '10:0-17:30', 'Saturday': '10:0-17:30'}"
3280,Yftf8nmHqMwNVH-PHwEEwQ,Adobe Rose Inn,940 N Olsen Ave,Tucson,AZ,85719,5.0,24,1,"{'WiFi': ""u'free'""}","Hotels, Bed & Breakfast, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-21:0', 'Tuesday': '7:0-21:0', 'Wednesday': '7:0-21:0', 'Thursday': '7:0-21:0', 'Friday': '7:0-21:0', 'Saturday': '7:0-21:0', 'Sunday': '7:0-21:0'}"
3281,DxqCwF6sMDVfae7hc3HS8Q,Blue Element Salon,610 Eastgate Ave,Saint Louis,MO,63130,4.5,9,1,"{'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Nail Salons, Shopping, Hair Salons, Waxing, Hair Removal, Cosmetics & Beauty Supply, Beauty & Spas","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-18:0', 'Saturday': '8:0-16:0'}"
3282,X2D42cGnqxadT_jbNJxHsg,The Sultans of Schlep,,Philadelphia,PA,19100,4.5,183,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}","Movers, Home Services","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-14:0'}"
3283,76xVA7wmqKLURF0tN82N5w,Bar Avalon,116 E Gay St,West Chester,PA,19380,4.0,107,1,"{'Caters': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsTableService': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': True, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}"", 'BestNights': ""{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}"", 'RestaurantsDelivery': 'True'}","Nightlife, Bars, American (New), Restaurants, Italian, Cocktail Bars, Mediterranean, Seafood","{'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '10:30-19:0'}"
3284,ut6fi2W2YaipNOqvi7e0jw,Upland Carmel Tap House,820 E 116th St,Carmel,IN,46032,4.0,244,1,"{'BikeParking': 'True', 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'RestaurantsDelivery': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Nightlife, Food, Bars, Breweries, Pizza, Brewpubs, Pubs, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}"
3285,-utd1de-UUgQKZE4VHVLlw,Superstitions Java,"440 East Golden Valley Rd, Ste G",Reno,NV,89506,4.5,61,1,"{'Caters': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}""}","Food, Coffee & Tea, Coffee Roasteries","{'Monday': '0:0-0:0', 'Tuesday': '6:0-18:0', 'Wednesday': '6:0-16:0', 'Thursday': '6:0-18:0', 'Friday': '6:0-18:0', 'Saturday': '7:0-18:0', 'Sunday': '7:0-18:0'}"
3286,kf8HXRAZxtC7xVR0Tg-rhA,Num Num Boba,"6300 Mae Anne Ave, Ste 3",Reno,NV,89523,4.5,114,1,"{'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'""}","Food, Coffee & Tea, Bubble Tea, Juice Bars & Smoothies, Shaved Ice","{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-17:0', 'Thursday': '11:30-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}"
3287,Cx3G-kw4kYtlcig8yG7fWw,Burger King,9700 Pyramid Way,Sparks,NV,89441,1.5,57,1,"{'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '1', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'False', 'RestaurantsDelivery': 'True', 'RestaurantsTakeOut': 'False', 'BikeParking': 'True'}","Burgers, Fast Food, Restaurants","{'Monday': '9:0-15:0', 'Tuesday': '9:0-15:0', 'Wednesday': '9:0-15:0', 'Thursday': '9:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '9:0-15:0', 'Sunday': '9:0-15:0'}"
3288,GOSVLhjUT6TnrPhkkmDOpw,Vineyards Cafe,847 N 16th St,Philadelphia,PA,19130,4.5,192,1,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{u'breakfast': True, u'brunch': True, u'lunch': True, u'dinner': False, u'latenight': False, u'dessert': None}"", 'RestaurantsTakeOut': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTableService': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{u'divey': False, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': None, u'upscale': False}"", 'BikeParking': 'False', 'Caters': 'False', 'RestaurantsDelivery': 'True'}","Coffee & Tea, Cafes, Food, Creperies, Internet Cafes, Restaurants, Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}"
3289,6UuwB1bcTSkq2GX77M926g,Wingstop,11752 E Martin Luther King Jr Blvd,Seffner,FL,33584,3.0,5,1,{'RestaurantsTakeOut': 'True'},"Restaurants, Chicken Wings","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-0:0'}"
3290,kOHcpCZQd4uNp6G2uE8o2A,PrimoHoagies,1528 W Ritner St,Philadelphia,PA,19145,4.0,43,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'no'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'yes_free'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Corkage': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True'}","Delis, Restaurants, Italian, Local Flavor, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-16:0', 'Saturday': '9:0-16:0', 'Sunday': '9:0-15:0'}"
3291,61YkH57gZYrRk1R5-P-AxA,Kebab Express,10355 University Avenue NW,Edmonton,AB,T6E 4P4,2.0,5,0,"{'RestaurantsGoodForGroups': 'True', 'HasTV': 'True'}","Middle Eastern, Restaurants","{'Monday': '11:0-3:0', 'Tuesday': '11:0-3:0', 'Wednesday': '11:0-3:0', 'Thursday': '11:0-3:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-4:0', 'Sunday': '11:0-4:0'}"
3292,l3pO6YTjFUgVoXgm3gfUag,Ichiban Buffet,2230 Marlton Pike W,Cherry Hill,NJ,08002,2.5,48,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'HasTV': 'True', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'WiFi': ""'no'"", 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WheelchairAccessible': 'True'}","Restaurants, Buffets, Chinese, Japanese","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
3293,lrARqZZdNhkeH6o6-hP4ZQ,Old Road Coffee,2024 Bayou Rd,New Orleans,LA,70116,4.5,20,1,,"Coffee & Tea, Food","{'Monday': '6:30-18:0', 'Tuesday': '6:30-18:0', 'Wednesday': '6:30-18:0', 'Thursday': '6:30-18:0', 'Friday': '6:30-18:0', 'Saturday': '6:30-18:0', 'Sunday': '6:30-18:0'}"
3294,roPouz4OlLf35LF6vV3Ebw,Aoki Japanese Restaurant,420 W Lincoln Hwy,Exton,PA,19341,3.0,5,0,"{'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'GoodForKids': 'True'}","Japanese, Restaurants",
3295,jWBfdtk8TcpNq3LCXF9dNA,Noble Jewelry Appraisers,"8465 Keystone Crossing, Ste 220",Indianapolis,IN,46240,5.0,5,1,"{'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False'}","Appraisal Services, Jewelry, Shopping, Local Services","{'Monday': '0:0-0:0', 'Tuesday': '15:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0'}"
3296,DSXuvdbpW1_A79_Fy4PZOw,Salon de Belleza,"115 Metairie Rd, Ste C",Metairie,LA,70005,3.5,11,1,"{'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Beauty & Spas, Nail Salons",
3297,BjywY2W0_nvo_zq61iezGg,Tucson Expo Center,3750 E Irvington Rd,Tucson,AZ,85714,4.0,18,1,"{'BusinessAcceptsCreditCards': 'True', 'WheelchairAccessible': 'True'}","Event Planning & Services, Wedding Planning, Venues & Event Spaces","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
3298,EcJLjBEd0pvR8NLcD6VOHQ,The UPS Store,10654 - 82nd Ave,Edmonton,AB,T6E 2A7,2.0,7,1,,"Local Services, Couriers & Delivery Services, Shipping Centers, Printing Services","{'Monday': '9:0-18:30', 'Tuesday': '9:0-18:30', 'Wednesday': '9:0-18:30', 'Thursday': '9:0-18:30', 'Friday': '9:0-18:30', 'Saturday': '10:0-15:0'}"
3299,Zq8OzV7VzEL-yd9feN_hfg,Winn Dixie,"2100 W Swann Ave, Ste B",Tampa,FL,33606,3.5,41,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'True'}","Grocery, Food","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}"
3300,L3Fhl5VwvY2ZShMB5EudiQ,Regions Bank,5728 Gulfport Blvd S,Gulfport,FL,33707,1.5,7,1,,"Financial Services, Banks & Credit Unions","{'Monday': '0:0-0:0', 'Tuesday': '9:0-16:0', 'Wednesday': '9:0-16:0', 'Thursday': '9:0-16:0', 'Friday': '9:0-17:0'}"
3301,23kqKB5n32XkHliOA2JfFg,Brothers Kershner Brewing Co.,4119 W Skippack Pike,Schwenksville,PA,19473,4.0,29,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True'}","Breweries, Food, Brewpubs","{'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '12:0-0:0', 'Saturday': '12:0-0:0', 'Sunday': '12:0-21:0'}"
3302,z3QR4MLzQ-_p_sgl4fqLKg,McNatt's Cleaners,17812 N Dale Mabry Hwy,Lutz,FL,33558,1.5,5,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '4', 'BusinessAcceptsBitcoin': 'False', 'WiFi': ""'no'""}","Local Services, Sewing & Alterations, Dry Cleaning, Shoe Repair, Dry Cleaning & Laundry, Laundry Services","{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '8:0-17:0'}"
3303,r3IZCDY-E_4kTSFA359yHQ,Music City Thrift,3780 Nolensville Pike,Nashville,TN,37211,3.0,43,1,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False'}","Shopping, Fashion, Thrift Stores, Used, Vintage & Consignment","{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-21:0', 'Sunday': '12:0-19:0'}"
3304,xT3J-SP5g49g2FjQfLEQfg,Luxury Perfume,5135 Meadowood Mall Cir,Reno,NV,89502,2.0,5,1,,,
3305,fw2E3GYpoJ2rq1YmzoBSmQ,Mother Nature's Cupboard,1100 North Peters,New Orleans,LA,70116,4.0,77,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True'}","Food, Farmers Market","{'Monday': '10:0-17:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-18:0'}"
3306,7cotgts9XjX8at59qKOk0A,David Electric Service,6013 N College Ave,Indianapolis,IN,46220,5.0,64,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Local Services, Home Services, Generator Installation/Repair, Lighting Fixtures & Equipment, Contractors, Electricians, Home Network Installation, TV Mounting","{'Monday': '7:30-19:30', 'Tuesday': '7:30-19:30', 'Wednesday': '7:30-19:30', 'Thursday': '7:30-19:30', 'Friday': '7:30-19:30', 'Saturday': '7:30-19:30', 'Sunday': '7:30-19:30'}"
3307,8k6uD2ZNDojx4mwIHKDoKA,Liquid Art Tattoo,9117 Little Rd,New Port Richey,FL,34654,5.0,5,1,"{'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BikeParking': 'True'}","Piercing, Beauty & Spas, Tattoo","{'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}"
