,user_id,name,review_count,elite,fans,average_stars,compliments_total
2545,SJFMj23zYMUbVggDWvwFaQ,Becky,450,"2007,2008,2009,2010",28,3.91,207
2546,oAhoFRRKomodbIx8jtKmKA,Kerry,277,"2012,2013,2014,2015,2016",43,4.09,247
2547,i09-ZvhsKfnYf91HKN4muA,Hashim,15,,3,4.19,12
2548,v-HcprOKPC1_F5_15t4JDw,Christopher,2035,"2007,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",110,3.99,875
2549,RL1PVhRlSPEOn_T-N1x3rg,Tina,215,"2011,2012",24,4.01,457
2550,faoJOuS4hWngiR-flR3Rwg,becky,150,"2007,2008",14,3.57,83
2551,krz6KPtOMU4Z0cMCGaacCA,Ann,1464,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",151,3.68,2183
2552,aF5By49TbUiDtPXYj0mfLQ,Amanda,40,,2,3.09,6
2553,gVUtrEhYXrmnVWDyW2VBqg,William,489,,9,3.81,26
2554,jdNV7yIEwlGweC5VbLMczQ,Stephanie,228,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",60,4.4,727
2555,H7znhjWHExJ6gxEjY_Sk7w,Jacky,83,,1,3.85,3
2556,xoWBO-Q8eggololQumtC_Q,Anthony,172,"2012,2013",5,3.3,15
2557,5a7o8Z_jc1pabjavUjWyiQ,Alice,45,"2013,2014",7,4.09,225
2558,4TFyRvzDczF_pF8AIjP1dg,Stephanie,127,,0,3.83,21
2559,LWVjat_YkMQy4nOlD0hc_w,Nicholas,89,"2011,2012,2013",10,4.02,389
2560,lvjEMaSLBEFTRfKfmDVrdQ,Peter,22,,2,4.04,4
2561,ir4z--v8uxMkSCZ5IQKUfA,Gwyneth,83,,4,3.69,8
2562,BhJiocdYVZ5Kbs6Y6jBRqw,Danielle,189,"2019,20,20,2021",14,3.69,26
2563,TPXdsQ30pPSkzquVpV5H-w,James,61,,2,4.7,2
2564,ISN91YL7nkU_X_bovO2Lyg,Cameron,513,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",40,3.8,279
2565,EwarbEmVgNd8AL0Lf7G-Lg,John,35,,0,3.92,0
2566,ssDz-x8YkLy3jTsK4Lm-eQ,TRON,33,,9,3.46,3
2567,qI3uzegMdq3q3WxAajECGw,Tara,961,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",894,3.89,8121
2568,RXi3-roE4dnVnG45q0Fe0w,Amanda,115,2008,7,4.0,29
2569,gjkeN_T14s0Y1tzQaheDPQ,Lisa,84,,9,4.01,30
2570,wLh4YepDaBzQ1JMrj5fDzQ,Karen,931,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",157,4.07,2261
2571,v7GTy3xXjXwhnKxYmxbhrg,Phuong,213,,13,3.37,278
2572,294B8PBasZK20z63en0uXQ,Sarah,49,,3,3.87,8
2573,6bVqgocLbgPxTFEpGl0j7Q,Ben,40,,4,3.5,6
2574,aVwveJmgYeeN-ZnDX_shBw,Larissa,24,,1,3.88,14
2575,JdhFhNibUCnlTzCgaeC9MA,Greg,103,,0,4.0,10
2576,Fp-IzKKS1qHA5vWiD0NZXA,Roland,191,"2016,2017,2018",21,4.09,55
2577,l0HSA702cUWrXAg7LaLziQ,ALEXIS,23,,3,3.8,5
2578,2GQOstC3fMOWu9nMJZEZcQ,Shawna,66,,2,2.91,19
2579,uZzs_KFzSDFjpyVLyl7Pqg,Tara,168,2010,13,3.65,30
2580,i_1vWPbw-x2XkJMrgmwwOg,Le,364,"2009,2010,2011,2012,2013,2014,2015,2016",28,3.43,149
2581,3roJp-RoqKVoMgdtuJFM9Q,Christine,684,,56,3.81,182
2582,t4ik-nkEjQ4A9RutsNCVLg,Paul,67,,3,3.27,4
2583,p2rgjLj8MkoOpuNrs7K6AA,Zee,29,,0,2.62,2
2584,aNfl2UrDxfHx9uH6OJDIxw,Kelly,111,,9,3.88,14
2585,4t5jDfcSULA9tFcRTI5Ydg,Elijah,62,,5,3.86,11
2586,EO1Cz15wYnHQ0aGc9T6tzw,Franco,2340,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",217,3.31,4823
2587,c44_AG-2igjQoB1wqy0nBw,Tom,5,,0,4.8,0
2588,N00975Ig6_mX73MHGdtVUA,K,270,"2006,2007,2008,2009,2010",52,3.6,783
2589,njEa-gaTTxMueydgu0gUkg,Skye,812,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",58,4.09,386
2590,pCU0h61iUKX_kXVc9CWO8A,Patty,140,"2013,2014,2015",80,4.36,1233
2591,cPcStFGBlk-6lWWsttIfVQ,Ee Vonn,2280,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",253,3.63,952
2592,HPbkZxqRaxPRf_tEquEnHA,Pa,13,,0,3.15,1
2593,CDMDkgXB8kdo3DASMFtf2w,Melynda,46,,3,4.09,11
2594,u-u8vyXgSSQSA_K6rvrZjA,Alyssa,395,"2010,2011,2012,2013,2014,2015,2016,2017",78,3.76,889
2595,AL45aG1FUVmjZt_S0w8glQ,Harper,434,"2009,2010,2011,2012,2013,2014",22,3.6,72
2596,Fd8Heu1mZEra7bCX3Xb3-Q,Ingrid,584,"2008,2009,2010,2011,2012,2013",36,3.67,534
2597,iYYsZ78iPk6H6Q5xukPoXw,Jennifer,522,"2006,2007,2010",104,3.86,304
2598,UzyUHyk-2sUEg587m-7ABQ,Peter,2,,1,5.0,0
2599,VhL0XGnon6CEaO1bECm3dw,Erin,15,,1,3.47,3
2600,Q_aH1tPGYMDTAOhNv7NA_A,Eric,61,,0,3.61,3
2601,s7rhB6CxkaLeWv0xYEAEtQ,Rachel,20,,2,3.57,2
2602,mOTQbvHS87J7qOQeI6y5VQ,Kelsey,6,,1,3.29,8
2603,-qPxBYRKN-ca9RKzdDV8Dg,Sklar,907,"2015,2016,2017,2018,2019,20,20,2021",168,3.48,399
2604,wsN1Oa31zJ4bXhhnARa7GA,Ingrid,76,2021,2,3.77,11
2605,pZowmOf2ilvR8ODr7c1-yQ,Swati,352,"2017,2018,2019,20,20,2021",30,3.96,69
2606,tRALg_in19V3lKFppSDNEQ,Cassidy,14,,2,3.87,2
2607,crLA2IpD9zbDXpDC__rUvA,Glenn,19,,1,3.26,11
2608,1BjVegpTTmGgRm4x0l_hEw,Erich,39,,3,3.49,8
2609,r-Ck0JPoMfHI7h2X0brm2w,Rashid,1055,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",72,3.44,278
2610,pXq0GiKGDi9YJEfKklUKDA,Ryan,108,2010,2,3.74,33
2611,SXfDfVltyy6uI4vDgzDlvw,Jeffrey,17,,2,3.47,1
2612,MrxugsQLs8Pv--pV6_YAxA,Sam,39,,1,3.95,3
2613,3vtusWJQLGKpphuVtf0d0g,Clarence,70,,75,3.78,48
2614,U631LMGO5E3GxVJt535dHA,Chrissie,102,"2010,2011,2012",17,4.2,131
2615,0eVKgGGxfLFTXYXDuJNa7A,Koko,133,,7,3.99,14
2616,L4FuYb4xcNDRGsY--K4qiQ,Amie,140,"2009,2010,2011",16,4.21,381
2617,YJRXqjRU09-4_Lvv1tPU4A,Bobbie,6,,1,4.33,2
2618,aJ2brygzlsuU8zVGNnwhAg,Keith,133,,6,3.86,14
2619,h3KpLypa9SZEw2ydFNC19Q,Alvin,783,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",79,3.59,598
2620,zmjw1RWzkvs8iC0GkPE8ZA,Austin,17,,1,3.94,2
2621,dVd_3Fxu7eXmyvdsTS05QQ,Julie,284,"2014,2015,2021",9,4.26,63
2622,YFyn3Vq4PEP-GlC4MRsJNw,Kris,145,"2010,2011,2012",8,3.07,70
2623,U8lcfjRZhdGGOEXaK4-7BA,Kathleen,400,"2007,2008,2009",11,3.24,47
2624,08mOpJRCpZe3D8UHszP4FA,Ann,3207,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",457,3.36,3324
2625,8dyYr21KXoNJ-Iad38eaLg,Taylor,41,,2,3.62,5
2626,BIBdLxXLDHKpzvcC-xy44w,Jessica,44,,2,3.67,9
2627,T9AtZPYC4W81rylyvOOmQQ,David,345,"2010,2011,2012,2013,2014",35,3.34,302
2628,z7H6YxV7ZE7V1gX5KnuKkw,anni,353,"2006,2007,2008,2009,2010,2011",27,3.38,82
2629,cD6O7IkZaFYd7B-apDM7Yg,Jessica,27,,6,3.26,37
2630,Fn0L2MZVjzo_7WiUlJ_fhw,Scott,5,,2,5.0,2
2631,PKiUSfVMJam-nGy8SiD-Aw,molly,20,,0,4.0,1
2632,mjiR9DJ6lKdIvv_C31cylw,Meg,128,"2008,2009",8,4.01,54
2633,doRqiJ1ySVBZiEZklQUAvg,Sonya,51,,4,4.02,12
2634,_O8i06dJM4NTIVHy26bjuQ,Trish,76,,6,3.62,24
2635,6HaXYb9P_XfSrKVgjkt2Bw,Joshua,97,"2010,2011,2012",8,4.21,290
2636,w398jIhktQhejkvuu8kFXQ,Denise,28,,3,4.17,47
2637,Et1o52lMYx1DLg8PnVL53Q,Rafael,6,,4,4.83,1
2638,mlTpK9G0UBZ5RazpRpjG5w,Hannah,2,,0,3.0,0
2639,awle-8Er3nj4uNg9kM-Ggg,Glenn,354,"2009,2010",19,3.79,121
2640,vD65y5E3Az3bFc6UW4G1eA,Natalie,522,"2009,2010,2011,2012,2013,2014,2015,2016,2017",101,3.69,475
2641,RgotWt-6_53vAkQfIc81Dw,Amy,754,"2007,2008,2009,2010,2011,2012,2013,2014",121,3.9,4952
2642,YGo2xSPQ09A2xjT7XcSujA,Jason,493,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",17,3.94,106
2643,RfD_akMHEHOWY8HdgX9q9g,Peggy,90,,5,3.95,48
2644,Tj58A0_D-WsD-UirmpYSEQ,Jen,431,"2010,2011,2012",25,4.07,85
2645,qIbveVwoHbt5h-ITw_0s7Q,Rob,169,,9,3.58,28
2646,ShNLdJa5lxOaHKhUjtfnSw,Janet,618,"2009,2010,2011,2012,2013",57,3.94,266
2647,cciEFmYlnR-Uff7xe-JoHQ,L,419,"2006,2007,2008,2009",47,3.66,453
2648,fv7f99EbNVE2rs9MM3c3Ew,Jennifer,55,,5,4.27,11
2649,58ORsgQxk1PBY_n8C5_dow,Kelsey,26,,1,4.73,1
2650,7L1eSHODyhv50P9Mwv8PHA,Todd,177,"2009,2010,2011",12,4.22,89
2651,RWtqlgJ4VgL8XYYg2VkAAA,S,28,,0,4.24,2
2652,4tVn1wr3PODYI3lzSMjsSw,Tara,40,,2,4.03,5
2653,n_Le_Zz3Je-o5Frf3pVgfg,Anthony,24,,2,3.3,1
2654,ytWFR6cNNhKYVlFdQjkOww,Sarah,774,"2010,2011,2012,2013,2014,2015,2016,2017,2018",64,4.11,254
2655,T0gk6hKlFYzBjP2yctvZlA,Nicole,64,,0,3.59,11
2656,jnMJmWfnrxjHr2wMONL_HQ,Erika,4,,0,3.25,1
2657,XNr1-GqqJC3PQzk3oDUrBQ,Christine,32,,1,4.08,3
2658,4ON7UU2bEQhM_jJlpphdOA,George,56,,3,4.08,21
2659,LgpqJITXdSAfGq88R4YeKQ,Greg,678,"2012,2013,2016",17,3.07,47
2660,j9tEVrwdzlfHHJ-dz3dWrQ,Michael,174,"2011,2012,2013,2014,2015,2016,2017",10,3.67,74
2661,xJpvRrk04rb4rgWtMXaPUQ,Kenny,4250,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",395,3.83,1211
2662,bv4Mjlh7Ng4xACwi5CNtAA,Matthew,33,,1,4.14,10
2663,U0vzuP_b7vwX8OnLkXaQFQ,Derrick,220,"2013,2014",39,3.61,1004
2664,8CDxLgZ64GOMCS_ikvNnqw,Lily,403,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",39,3.79,153
2665,xWiirESH97dE6U0oT1MSKQ,Lindsay,138,,6,3.74,36
2666,jO9mn68MeCPl1wDRZAWyow,Eric,516,"2010,2011,2012,2013,2014,2015,2016",29,3.84,343
2667,LpnrjmrUDyQvZodldeN_PQ,Sandee,1105,"2011,2012,2013,2014,2019,20,20,2021",123,3.58,1576
2668,euRXyk0cZLEV-tgpMlrkhQ,Jodi,74,2018,2,4.12,20
2669,E3emexIUWqPX6zUsLSZ5Xw,Britt,52,,2,4.28,9
2670,hlnvLuteuXO216alJ1rVBw,Joy,75,,49,4.22,60
2671,PBo9RkSMeb_Y_9oXd7M66g,Stacey,35,,5,4.65,9
2672,YSfAlm6XNaym-JOrRjv3Tg,Kathleen,1627,"2007,2008,2009,2010,2011,2012",610,3.7,10369
2673,_Zt9vtMonzyhgk28c4ie8Q,Bella,124,,8,4.55,20
2674,vDzJZHf1uF63LoG0DFZn2w,Sean,922,"2006,2007,2008,2009",71,3.5,679
2675,jYicbePQfobDOMQM5JW-LQ,Darryl,87,"2007,2008",5,3.74,66
2676,43eO3fiHiw39QlLF7QjznQ,Ed,30,,2,3.91,4
2677,vWjmhSbCoLH_WATXnrm0Ug,Monty,196,,9,3.85,32
2678,KQMzfaaI9jfo68S4CsCifA,Maggie,388,"2010,2011,2012,2013,2014",52,3.95,1053
2679,TVN3qoXU0-sateboutdCZg,Angela,695,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",60,3.71,290
2680,bHoLcgtOzdecwKwmI29pfA,Pete,14,,3,3.93,10
2681,rhM01fl3iU0xHr3TIpCMhQ,Jean,390,"2009,2010,2011,2012",11,3.93,81
2682,MPn0W7zWAD6NGwU0G3uaQA,Manda,7,,3,4.0,16
2683,14lRtON4giDrSaaY2jUIfQ,Carol,9,,1,4.11,15
2684,iJdknUsOPUDA2BTfTVE1Hg,Jennifer,577,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",61,3.79,475
2685,TFZa8dznrrZYHzFSuy2x_A,Karen,183,"2012,2013,2014",5,3.85,31
2686,qIVLLE6twbV_33WpiGIzDw,Jeff,65,,3,3.76,5
2687,cWDiHpOlIQU3p-JoRtOk5A,Michele,29,,1,4.97,3
2688,xsQyTGdGwM8k3Ns3miYgGQ,Erin,133,,15,3.8,106
2689,fmrNEedS0hJP9yGM0r26iQ,Vange,7,,1,4.86,2
2690,ajiBmXVNJ9FFUKMIJRSh7g,Jenna,506,2012,9,3.82,26
2691,92ZsUkC9V_B59RKEFF3_4Q,Ji Eun,169,"2014,2015",9,3.62,77
2692,Amc7J0F3KeAKzOOQrlpqog,Lesley,1229,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",159,4.08,2157
2693,Frpav5mTr1bZhd7hkiwWxA,Vanessa,696,"2006,2007,2008,2009,2010,2011,2012",45,3.79,1273
2694,GwlrUwkULm4ZLN-Kum5nag,Ian,4136,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",273,3.72,1020
2695,BvnchfgvNbzeXvz-7sHVpQ,Ray,278,"2010,2011,2012",17,3.26,118
2696,ovlGqjFBz2mSgHObWSIUOw,Jamerson,213,"2010,2011,2019",9,3.53,52
2697,w57Yn8npGhdDHmHFGKk2jA,Cheri,1572,"2007,2008,2009,2010,2011,2012,2013,2014",224,3.95,3493
2698,f9xHtDot9Yjqalc1x_8-0g,William,825,"2007,2008,2009,2010,2011,2012,2013,2014,2015",73,3.96,257
2699,LoRXJY9K1DaxQDltAM1vLQ,C.,44,,2,4.0,15
2700,EDAg3FUbil6oIIY0HJctBA,Alicia,232,"2010,2011,2012,2015,2016,2017,2018,2019,20,20,2021",23,3.59,247
2701,X-8WUdJ1hYidYXQygzTEBw,Meghan,533,"2011,2012,2013,2014,2015,2016,2017",33,3.67,312
2702,lrGUGAP5q95VKcERlOnNfQ,Alison,259,"2010,2011,2012,2013,2014",40,3.6,106
2703,qbtznqJqPl4-7hXkJBE8jQ,Jeannie,644,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",59,4.01,227
2704,71_hjgsNGufKMoPeL1057w,Christian,12,,4,3.92,26
2705,uyUgWT_ZVWmnXeleArF6bQ,Quinn,31,,1,4.23,3
2706,QYPkNcduAd05rqA2yutJVw,Andrey,28,"2010,2011",4,3.86,34
2707,rvkVh-FNvg2fYSgHjG4mkQ,Joe,547,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",88,4.18,2036
2708,ML0rNXpMFZhz4EuEAw5NwA,Nancy,207,2010,21,3.86,311
2709,Tryp2o9m1-kP-chA7uy7vA,angie,108,,6,4.03,13
2710,DvyNcltw24ZRgibvB4b_tg,Candice,54,,1,4.73,9
2711,Q-bBychImze2Yj1R0ifoMQ,Laura,834,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",79,4.04,391
2712,0kVpEAiItxELmch_jn6thQ,blake,86,,2,2.74,4
2713,TFpQlmE7G3buALPYbWERhA,Michael,6,,0,2.71,2
2714,XTkUSR_Mncy44ljo85aAWw,Christine,108,,4,3.57,5
2715,xaK7JRbicw8m6bn8ZjY2LQ,Cindy,273,"2008,2009,2010",16,3.19,302
2716,JsmxNqjfPN_4RT7CpauUHw,Scott,113,"2009,2010",20,3.66,57
2717,tixCwvN47VQTYeEkQjeGRA,Tim,504,"2010,2011,2012,2013,2014,2015,2016,2017",70,3.88,2039
2718,96us9i9zB7QIxBtyRlhvDQ,Rho,225,"2010,2011,2012,2013",111,4.22,3613
2719,m5q8ZHyOy57e7ru2NmdSkQ,Claudia,275,"2011,2012,2013,2014,2015",24,3.9,251
2720,sTtptFLJ7KdyE_sTi5PhQQ,Austine,50,,2,3.68,40
2721,kmGSeElZ7uHpw-2mFrUgaA,Leigh,508,"2006,2007,2008,2009,2010",33,4.25,333
2722,SLB5WtOWfBmDI7GTsI_NzQ,Jared,58,,5,4.0,4
2723,6SgAgPdsVlF4QBAYFSIOpA,Joseph,62,,6,3.87,15
2724,ytIvCKe0uuqv2ofTqAdxOg,Daria,81,,11,3.79,45
2725,zvJDditNElpxYgELCUPNQw,Erica,29,,1,4.28,2
2726,raccLemMnCJCKjZBac6fEA,Brian,64,,2,4.0,5
2727,dTYO6-81GrNZbILGxNKI6A,Sharon,357,"2007,2008,2009,2010,2012,2013,2014",42,3.93,133
2728,pF1k48uCdLv3clPQXp0d7A,Daniel,357,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",62,3.58,312
2729,NOuQXrr9jd29PtRfnGo_1w,Lenney,14,,0,3.07,16
2730,EwQkGuH0dxBCSmK5HLXQTg,Jeremy,126,,3,4.59,13
2731,n-hEy35uukSmsDMCAdSbbQ,Ernie,53,,7,3.87,8
2732,VZPxDrqsIeZILZZxkcAHkw,James,127,,2,2.41,10
2733,WGRHpy4skSO5IE_wdxIq2Q,Randee,9,,0,3.8,3
2734,eopmkPjbMQz9uh1hnZ8nhA,Ellie,176,"2017,2018,2019,20,20,2021",11,3.27,45
2735,2vB-TT0KRGuIYlpWOgIPHw,Jenn,809,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",55,3.86,320
2736,sa7Z8BUZmK8HNbtKzGu86Q,Denise,58,,1,3.66,7
2737,PL1pOeCnCvRsptKbYlCYwA,Clara,76,"2011,2012",4,3.79,31
2738,6WO37S7VmuAojpNwH0d8pw,Kali-Carmella,3,,1,5.0,3
2739,0DBUSepu0PKLMBU1PNB6wQ,Steve,833,,84,4.0,581
2740,fopp5eWIdrKOHyIQuH-XBQ,Mochi,321,"2011,2013,2014,2015,2016",9,3.74,26
2741,sLNHFRk3Bssc8VuMvehIBg,Meesh,174,,5,3.61,42
2742,ge_yqJd241NMPuyOS_J_LA,Priscilla,972,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",154,3.79,666
2743,ruKI02UFEyBcvow5DXoGRQ,Vanessa,1028,"2008,2009,2010,2011,2012",36,3.53,165
2744,FLVPZeBEBVClsLB6WkLdfw,Sarah,20,,1,3.95,1
2745,_ZqyuCcMSmbWTHpMiGR02w,Kevin,11,,0,4.0,0
2746,QuG-DQ6vQ1XbOaPpI0oZuA,Lizzy,15,,1,3.24,2
2747,aSL_u-ER-Izu8EeIYzIFfg,Macia,8,,1,2.33,1
2748,GibM45QMs237loiYvVSBvw,Mike,307,2010,8,4.02,36
2749,1DDDJAA6CJd2EsaV0B7GXA,B,243,2010,190,3.86,5591
2750,IHoKD2_gu6eN44v7a_VUlw,Benito,292,"2007,2008,2011,2012",17,3.53,175
2751,_mxZWTtZFbrOaMGFRSoqkg,Michelle,366,"2010,2011,2012,2013,2014",37,3.81,384
2752,1CBMzn7DK58zijUX8ve8pA,Deron,439,"2010,2011,2012,2018,2019,20,20,2021",22,4.03,118
2753,xGMbtdHe-huNlj6q5KTHHQ,Katie,8,,2,5.0,1
2754,akIJtCVJR-dpPLH7nCov1A,Ron,219,"2007,2008,2009,2010,2011,2012",23,4.05,1759
2755,21zLSS3-cz4L85s42OeUBw,Lourdes,121,"2008,2009,2010",24,3.88,176
2756,7tIaG0p7viFi0QNIgkqCyg,Lotsh,190,,3,3.23,22
2757,_IwQX6dlRKPl5_ok7bL7Mg,Joshua,123,,3,3.38,25
2758,FS9EWeUw1mWdw5cYF2Xykg,Lakara,119,"2008,2009,2010",15,3.81,100
2759,atUmNSgzdMfdqPNJP7iASQ,Kristen,273,"2010,2011,2012,2013,2014",19,4.07,65
2760,-GQH3Eif2qCP07v0wFC1Pg,Gord,59,"2011,2012",8,3.77,139
2761,J8_KEdgc9_k9PCLia16DlA,John,620,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",61,3.88,193
2762,cvkLinqobaKn4jAh-SHS6w,Adam,318,"2007,2008,2009,2010,2011",36,3.79,461
2763,QwIfxmyyANP305EJhQOoEg,Erin,409,"2010,2011,2012,2013,2014",16,4.14,87
2764,UgF9m42cBJQtHm2wUiqPQA,Sara,45,,1,4.3,6
2765,7gNVGvw9_P3EEJo_O31bZw,Aris,366,,36,3.12,227
2766,Y5GQp-hkdDrqbaUYbhhn0A,Jayelynn,19,,3,4.53,3
2767,Pbz-ZmkvjjPTVw67g28cSw,E,128,,7,2.57,26
2768,sxGxgtlI6ipSimdUlSC0Fw,Greg,19,,5,4.31,7
2769,bkxNaCXjfnhYt8JwzZThCA,Brock,113,2006,21,4.67,49
2770,ciKVTnZ1ucyt2gJgnBbBrQ,Katie,30,,3,3.97,3
2771,75gVxMY_BH2ZHo3PKMRxCA,Nicole,252,,10,3.81,22
2772,_vUC1P0GfLAD5UrMPAEwjA,Jen,386,"2008,2009,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",47,3.66,265
2773,I5PaiOdOl0lQKhDJbpc8pA,Sonnia,690,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",18,3.83,148
2774,LP59kBNEHmASJZWynra29g,Lawrence,1040,"2012,2013,2014,2015,2016,2017,2018",155,4.07,8859
2775,ibj31oI1tzHNwlkYX7lM9A,Katie,13,,1,4.38,1
2776,NhWhhrKQkJo0IYSvLuwz7w,SandyHu,71,,0,4.13,17
2777,2L-23vsdN1VWlyI58xwaPQ,Brian,501,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",35,3.64,124
2778,SD53Le5D_PE7pT-G8S9_Yw,Grace,30,,5,4.29,2
2779,F6pU3mwICo918T7IM6jmAw,Andy,332,,13,3.43,72
2780,agQIzYCb8Qc5f8a1JEb5og,Kathryn,257,"2009,2010",16,3.66,213
2781,GqoQO_FXPp-gTuxRx3_AoQ,JP,429,"2011,2012,2013",26,3.65,337
2782,mJCK1qpsCkKePozYIrIT-g,Mac,1049,"2010,2011,2012,2013",219,3.72,9934
2783,lzHgSKT2SKAQrtm2uasNSQ,Kim,241,"2010,2011",24,3.53,64
2784,XFTWw5OHnCKqFEvjMNGzZw,Neehone,229,,4,4.0,8
2785,Jc2D_Uk4i03E3bmFNp2Smw,Mariela,343,2009,18,3.67,45
2786,SIpBqzGhRM7T5cDFiuIryg,Jason,673,,63,4.38,2288
2787,m3_jrBfaxZ2kdKuVrt1jtQ,Erin,192,,7,3.63,57
2788,Cg4m_qy3PEO0sWbGhJ4Y3w,Mark,45,2010,5,3.81,99
2789,Jndb3IoOrN-xj1QFxvKAcA,Darren,571,"2010,2011,2012,2013,2014",15,3.35,170
2790,1pzP58PeWictHQzctMU0nQ,Misty,1393,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",256,4.14,1950
2791,tXI5GghK7ljFufyFlCFmVg,Shelly,203,"2016,2017,2018,2019,20,20,2021",13,3.89,40
2792,mKJxbV30ow8b9Jv0cS6Zpw,Carrie,489,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",55,4.34,222
2793,RvrfGmlC0P_0ZcOhMnntaA,Sarah,18,,2,3.72,10
2794,xSiUcyowrIizlnIaTtbs8g,Peter,187,2012,6,3.37,19
2795,BYDYOZFVNvhFYHOsl9fibQ,Luis,17,,0,4.32,1
2796,CA8bTdtCC4szXLvb1yBILQ,Amy,45,2012,5,4.61,23
2797,5dGy_3zt1CAd6JoEO4sd9w,Mira,1043,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",30,3.66,107
2798,OTz5U2rzRfyaZhV_LwKzXg,Ken,150,"2008,2009,2010,2011",8,3.84,78
2799,XFjHkHBtjGRV_EvJbuA8Kw,Jason,80,"2011,2012",10,3.41,93
2800,qnI4WlpJ5W1bojsLVzrMyg,Chef Frisco,4,,8,3.5,3
2801,fIhAh0HzHRqTb05Y1xSW8g,Julia,540,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",60,4.46,278
2802,ZsFF2j_Bkruztr801LWarw,John,1086,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",69,3.78,178
2803,ycEOM_IULl5T9Brd__brHQ,Brandy,316,,4,3.55,16
2804,8M6suLprYcMngrJjhYl_lw,Maureen,892,"2007,2008,2009,2012,2013,2014,2015,2016,2017,2018,2019",70,3.74,476
2805,sSveQQvgkDrPbpopNvbPSw,Dan,556,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20",133,3.71,1541
2806,YufI05DgqvOVwNgCvs0Big,Ashley,215,"2010,2011,2012,2013,2014",70,3.63,1206
2807,k8Qx7EVC_OTJ437hWhzTbg,John,126,"2010,2011,2012",9,3.76,277
2808,LalVSGYgv20fUI7txiiGvQ,Mia,112,2016,18,4.65,35
2809,qqSkb1dAcnCB9lVkE8ZJSQ,Jerome,6,,1,3.5,0
2810,Lrt21UsyyQ2yLJjkSD36kQ,Chris,82,,2,3.63,8
2811,m2Pha_tvYXLNW8gYJ0OdqQ,Irene,478,"2012,2013,2014,2015,2016,2017,2018,2019,2021",38,3.81,305
2812,5HqZ3UJc_f4KD6qtcmyd7w,Dawn,171,"2008,2009,2010,2011",25,4.26,394
2813,Ts349MFBYnc6Cw4BHQZz2A,Trang Ashley,267,"2016,2017,2018,2019,20,20,2021",27,4.51,52
2814,TyrrC2pZQ5LAJjiFqqk05A,Enzo,99,,11,4.46,30
2815,yA7KZuswD0f_udzYIO-GHQ,Herb,84,,7,3.83,40
2816,j4oNRX1_cgV1rI2aG6xKtg,Kristin,183,2006,17,3.55,54
2817,noVeuKxMdnwDIDtZWn1ASg,Michael,57,,6,3.92,5
2818,cJduyV83k6YV2_skUsjJWQ,Allie,127,2012,7,3.85,26
2819,neeKkwvkR0X4pB4z-eP-Lg,Stef,30,,2,3.97,31
2820,TXdFc2dZb_-dk6jvV7nLaw,Jay,34,,2,4.03,3
2821,7BRkUAfeJPnoVT8tGGQPbw,Mike,64,"2012,2013,2014",7,4.67,32
